State&County,Total_Population,Levels_Smokers,Surface_Mines,Underground_Mines,Levels_COPD
"Grant, Oklahoma","4,333",18.5,0.0,0.0,7.0
"York, South Carolina","280,979",15.6,0.0,0.0,6.0
"Harney, Oregon","7,393",18.9,0.0,0.0,6.5
"Curry, Oregon","22,925",18.2,0.0,0.0,6.2
"Rogers, Oklahoma","92,459",19.3,0.0,0.0,7.3
"Dorchester, South Carolina","162,809",18.1,0.0,0.0,6.2
"Bamberg, South Carolina","14,066",22.7,0.0,0.0,8.0
"Brown, South Dakota","38,839",16.7,0.0,0.0,4.9
"Mercer, Pennsylvania","109,424",22.0,0.0,0.0,7.3
"Linn, Oregon","129,749",17.5,0.0,0.0,6.5
"Wagoner, Oklahoma","81,289",19.2,0.0,0.0,7.3
"Kershaw, South Carolina","66,551",20.3,0.0,0.0,7.1
"Morgan, Ohio","14,508",28.8,0.0,0.0,11.0
"Ottawa, Ohio","40,525",21.6,0.0,0.0,7.9
"Union, Ohio","58,988",19.1,0.0,0.0,6.9
"Lawrence, Ohio","59,463",27.2,0.0,0.0,10.3
"Fulton, Pennsylvania","14,530",24.1,0.0,0.0,7.7
"Edgefield, South Carolina","27,260",20.8,0.0,0.0,7.7
"Ross, Ohio","76,666",27.0,0.0,0.0,9.9
"Pushmataha, Oklahoma","11,096",25.1,0.0,0.0,10.3
"Union, Pennsylvania","44,923",20.2,0.0,0.0,6.7
"Oklahoma, Oklahoma","797,434",16.5,0.0,0.0,6.9
"Tulsa, Oklahoma","651,552",17.4,0.0,0.0,7.0
"Shelby, Ohio","48,590",22.7,0.0,0.0,8.2
"Greenwood, South Carolina","70,811",20.1,0.0,0.0,7.6
"McCurtain, Oklahoma","32,832",25.0,0.0,0.0,10.3
"Marshall, Oklahoma","16,931",21.9,0.0,0.0,8.9
"Richland, Ohio","121,154",25.3,0.0,0.0,9.0
"Wyoming, Pennsylvania","26,794",21.5,0.0,0.0,6.9
"Roger Mills, Oklahoma","3,583",21.1,0.0,0.0,8.3
"Cambria, Pennsylvania","130,192",21.9,0.0,0.0,7.3
"Ellis, Oklahoma","3,859",20.7,0.0,0.0,8.3
"Huron, Ohio","58,266",24.0,0.0,0.0,9.1
"Pickens, South Carolina","126,884",19.2,0.0,0.0,7.4
"Josephine, Oregon","87,487",20.5,0.0,0.0,7.2
"Lucas, Ohio","428,348",23.5,0.0,0.0,8.7
"Chester, Pennsylvania","524,989",13.7,0.0,0.0,4.7
"Meigs, Ohio","22,907",28.2,0.0,0.0,10.9
"Barnwell, South Carolina","20,866",24.2,0.0,0.0,9.1
"Dillon, South Carolina","30,479",26.1,0.0,0.0,10.2
"Jefferson, Pennsylvania","43,425",24.6,0.0,0.0,8.1
"Brookings, South Dakota","35,077",14.3,0.0,0.0,4.6
"Clarion, Pennsylvania","38,438",23.3,0.0,0.0,7.9
"Dewey, Oklahoma","4,891",20.1,0.0,0.0,8.0
"Adair, Oklahoma","22,194",29.9,0.0,0.0,12.0
"Snyder, Pennsylvania","40,372",22.7,0.0,0.0,7.3
"Delaware, Oklahoma","43,009",24.1,0.0,0.0,9.6
"Okfuskee, Oklahoma","11,993",27.4,0.0,0.0,11.0
"Bon Homme, South Dakota","6,901",20.5,0.0,0.0,5.9
"Wayne, Pennsylvania","51,361",21.1,0.0,0.0,7.0
"Erie, Pennsylvania","269,728",21.5,0.0,0.0,7.2
"Jackson, Oregon","220,944",17.8,0.0,0.0,6.1
"Stark, Ohio","370,606",22.9,0.0,0.0,8.3
"Washington, Oregon","601,592",12.2,0.0,0.0,4.3
"Kay, Oklahoma","43,538",21.9,0.0,0.0,8.4
"Woodward, Oklahoma","20,211",19.6,0.0,0.0,7.2
"Atoka, Oklahoma","13,758",24.8,0.0,0.0,10.1
"Juniata, Pennsylvania","24,763",24.1,0.0,0.0,8.0
"Jefferson, Oregon","24,658",18.5,0.0,0.0,6.5
"Colleton, South Carolina","37,677",24.8,0.0,0.0,8.6
"Laurens, South Carolina","67,493",23.3,0.0,0.0,8.4
"Buffalo, South Dakota","1,962",35.6,0.0,0.0,11.4
"Centre, Pennsylvania","162,385",19.0,0.0,0.0,6.3
"Elk, Pennsylvania","29,910",22.8,0.0,0.0,7.1
"Creek, Oklahoma","71,522",22.8,0.0,0.0,8.3
"Paulding, Ohio","18,672",23.2,0.0,0.0,8.4
"Preble, Ohio","40,882",23.4,0.0,0.0,8.3
"Huntingdon, Pennsylvania","45,144",23.1,0.0,0.0,7.4
"Polk, Oregon","86,085",16.1,0.0,0.0,5.5
"Washington, Oklahoma","51,527",18.6,0.0,0.0,7.4
"Hampton, South Carolina","19,222",24.3,0.0,0.0,9.0
"Benton, Oregon","93,053",13.8,0.0,0.0,5.2
"Bristol, Rhode Island","48,479",14.5,0.0,0.0,5.8
"Susquehanna, Pennsylvania","40,328",22.4,0.0,0.0,7.4
"Montgomery, Ohio","531,687",21.8,0.0,0.0,8.5
"Cimarron, Oklahoma","2,137",18.3,0.0,0.0,7.5
"Mifflin, Pennsylvania","46,138",25.5,0.0,0.0,8.4
"Horry, South Carolina","354,081",22.9,0.0,0.0,7.5
"Jasper, South Carolina","30,073",21.5,0.0,0.0,8.0
"Beaver, Pennsylvania","163,929",21.6,0.0,0.0,6.8
"Pawnee, Oklahoma","16,376",23.0,0.0,0.0,8.8
"Kent, Rhode Island","164,292",16.5,0.0,0.0,6.8
"Lincoln, Oregon","49,962",18.5,0.0,0.0,6.4
"Charleston, South Carolina","411,406",15.7,0.0,0.0,5.7
"Sherman, Oregon","1,780",18.4,0.0,0.0,6.3
"Lebanon, Pennsylvania","141,793",21.4,0.0,0.0,6.7
"Putnam, Ohio","33,861",19.4,0.0,0.0,7.2
"Douglas, Oregon","110,980",20.0,0.0,0.0,6.9
"Garvin, Oklahoma","27,711",23.0,0.0,0.0,8.7
"Umatilla, Oregon","77,950",17.9,0.0,0.0,6.6
"Marion, Ohio","65,093",27.8,0.0,0.0,9.7
"Wyandot, Ohio","21,772",24.3,0.0,0.0,8.7
"Le Flore, Oklahoma","49,853",24.5,0.0,0.0,10.0
"Osage, Oklahoma","46,963",22.9,0.0,0.0,8.5
"Armstrong, Pennsylvania","64,735",23.8,0.0,0.0,7.6
"Philadelphia, Pennsylvania","1,584,064",20.2,0.0,0.0,6.9
"Lane, Oregon","382,067",15.9,0.0,0.0,6.2
"Washita, Oklahoma","10,916",19.2,0.0,0.0,7.6
"Haskell, Oklahoma","12,627",24.3,0.0,0.0,9.6
"Jackson, Oklahoma","24,530",17.4,0.0,0.0,7.1
"Marion, South Carolina","30,657",24.8,0.0,0.0,8.9
"Sullivan, Pennsylvania","6,066",23.6,0.0,0.0,7.6
"Monroe, Ohio","13,654",27.5,0.0,0.0,9.9
"Deschutes, Oregon","197,692",15.3,0.0,0.0,5.2
"Multnomah, Oregon","812,855",15.1,0.0,0.0,4.9
"Grant, Oregon","7,199",20.4,0.0,0.0,7.2
"Clinton, Pennsylvania","38,632",23.1,0.0,0.0,7.7
"Cameron, Pennsylvania","4,447",24.7,0.0,0.0,8.1
"Lancaster, South Carolina","98,012",18.2,0.0,0.0,6.7
"Pottawatomie, Oklahoma","72,592",22.1,0.0,0.0,9.0
"Noble, Oklahoma","11,131",19.9,0.0,0.0,7.4
"Trumbull, Ohio","197,974",26.8,0.0,0.0,9.4
"Pike, Ohio","27,772",27.3,0.0,0.0,11.4
"Darlington, South Carolina","66,618",22.9,0.0,0.0,8.2
"Nowata, Oklahoma","10,076",24.2,0.0,0.0,9.2
"Choctaw, Oklahoma","14,672",26.5,0.0,0.0,10.6
"Muskogee, Oklahoma","67,997",23.3,0.0,0.0,9.3
"Baker, Oregon","16,124",17.7,0.0,0.0,6.4
"Delaware, Pennsylvania","566,747",17.2,0.0,0.0,5.6
"Craig, Oklahoma","14,142",24.3,0.0,0.0,9.8
"Crook, Oregon","24,404",18.9,0.0,0.0,6.5
"Venango, Pennsylvania","50,668",23.2,0.0,0.0,7.7
"Fayette, Pennsylvania","129,274",24.2,0.0,0.0,8.2
"Montour, Pennsylvania","18,230",20.4,0.0,0.0,6.6
"Lawrence, Pennsylvania","85,512",22.4,0.0,0.0,7.4
"Somerset, Pennsylvania","73,447",23.4,0.0,0.0,7.7
"McClain, Oklahoma","40,474",18.6,0.0,0.0,6.9
"Harper, Oklahoma","3,688",18.6,0.0,0.0,7.7
"Clearfield, Pennsylvania","79,255",23.7,0.0,0.0,7.9
"Pickaway, Ohio","58,457",24.0,0.0,0.0,8.8
"Greenville, South Carolina","523,542",15.0,0.0,0.0,5.9
"Newport, Rhode Island","82,082",13.0,0.0,0.0,5.8
"Hockley, Texas","23,021",17.9,0.0,0.0,6.6
"Carroll, Tennessee","27,767",24.5,0.0,0.0,9.8
"Miner, South Dakota","2,216",18.4,0.0,0.0,5.3
"Jackson, Texas","14,760",17.6,0.0,0.0,6.3
"Fort Bend, Texas","811,688",11.7,0.0,0.0,4.2
"Lauderdale, Tennessee","25,633",28.9,0.0,0.0,11.3
"Clay, Tennessee","7,615",28.4,0.0,0.0,12.0
"Brewster, Texas","9,203",13.9,0.0,0.0,5.1
"Scott, Tennessee","22,068",29.2,0.0,0.0,11.6
"Deuel, South Dakota","4,351",19.0,0.0,0.0,5.1
"Andrews, Texas","18,705",16.9,0.0,0.0,5.8
"Marshall, Tennessee","34,375",23.7,0.0,0.0,9.2
"Lincoln, Tennessee","34,366",24.0,0.0,0.0,9.5
"King, Texas",272,20.4,0.0,0.0,7.8
"Hood, Texas","61,643",17.3,0.0,0.0,6.3
"DeKalb, Tennessee","20,490",24.5,0.0,0.0,9.9
"Union, Tennessee","19,972",27.8,0.0,0.0,11.1
"Hancock, Tennessee","6,620",29.7,0.0,0.0,12.5
"Decatur, Tennessee","11,663",25.8,0.0,0.0,10.3
"Dallam, Texas","7,287",17.7,0.0,0.0,6.3
"Hamlin, South Dakota","6,164",17.7,0.0,0.0,5.0
"Turner, South Dakota","8,384",17.7,0.0,0.0,5.3
"Gillespie, Texas","26,988",15.4,0.0,0.0,5.7
"Houston, Texas","22,968",23.8,0.0,0.0,8.9
"Harding, South Dakota","1,298",17.3,0.0,0.0,5.0
"DeWitt, Texas","20,160",19.1,0.0,0.0,6.9
"McMinn, Tennessee","53,794",26.6,0.0,0.0,10.0
"Comanche, Texas","13,635",17.2,0.0,0.0,6.3
"Gaines, Texas","21,492",19.7,0.0,0.0,7.0
"Hemphill, Texas","3,819",16.2,0.0,0.0,5.9
"Gibson, Tennessee","49,133",24.4,0.0,0.0,9.5
"Duval, Texas","11,157",17.4,0.0,0.0,5.9
"Cameron, Texas","423,163",16.2,0.0,0.0,6.4
"Donley, Texas","3,278",19.8,0.0,0.0,7.4
"Chambers, Texas","43,837",16.8,0.0,0.0,6.1
"Hansford, Texas","5,399",19.8,0.0,0.0,7.8
"Hudspeth, Texas","4,886",20.8,0.0,0.0,7.6
"Tripp, South Dakota","5,441",21.4,0.0,0.0,6.5
"McNairy, Tennessee","25,694",27.7,0.0,0.0,10.8
"Cocke, Tennessee","36,004",27.8,0.0,0.0,11.5
"Hunt, Texas","98,594",19.9,0.0,0.0,7.4
"Bedford, Tennessee","49,713",24.4,0.0,0.0,9.4
"Blanco, Texas","11,931",16.3,0.0,0.0,6.0
"Edwards, Texas","1,932",17.9,0.0,0.0,6.7
"Hamilton, Tennessee","367,804",19.3,0.0,0.0,7.4
"Ector, Texas","166,223",16.1,0.0,0.0,5.6
"McCook, South Dakota","5,586",17.7,0.0,0.0,5.2
"Moore, Tennessee","6,488",22.7,0.0,0.0,8.7
"Hopkins, Texas","37,084",19.7,0.0,0.0,7.3
"Anderson, Texas","57,735",21.5,0.0,0.0,7.8
"Aransas, Texas","23,510",20.5,0.0,0.0,7.5
"Franklin, Tennessee","42,208",22.9,0.0,0.0,8.7
"Perry, Tennessee","8,076",28.5,0.0,0.0,11.7
"Union, South Dakota","15,932",15.8,0.0,0.0,4.7
"Loudon, Tennessee","54,068",20.9,0.0,0.0,7.9
"Cass, Texas","30,026",22.8,0.0,0.0,8.5
"Denton, Texas","887,207",13.1,0.0,0.0,4.7
"Marion, Tennessee","28,907",26.2,0.0,0.0,10.0
"Fayette, Texas","25,346",17.9,0.0,0.0,6.7
"Fayette, Tennessee","41,133",21.4,0.0,0.0,8.0
"Hanson, South Dakota","3,453",17.7,0.0,0.0,5.0
"Lincoln, South Dakota","61,128",15.3,0.0,0.0,4.2
"Brazos, Texas","229,211",16.3,0.0,0.0,6.3
"Hays, Texas","230,191",13.1,0.0,0.0,5.2
"Trousdale, Tennessee","11,284",23.8,0.0,0.0,8.7
"Castro, Texas","7,530",16.4,0.0,0.0,5.7
"Johnson, Tennessee","17,788",29.4,0.0,0.0,11.7
"Davidson, Tennessee","694,144",16.9,0.0,0.0,7.0
"Bastrop, Texas","88,723",16.8,0.0,0.0,6.2
"Brazoria, Texas","374,264",15.6,0.0,0.0,5.0
"Hardeman, Tennessee","25,050",27.5,0.0,0.0,10.9
"Glasscock, Texas","1,409",17.9,0.0,0.0,6.8
"Lawrence, South Dakota","25,844",17.2,0.0,0.0,5.1
"Marshall, South Dakota","4,935",16.5,0.0,0.0,4.9
"Wilson, Tennessee","144,657",18.5,0.0,0.0,6.9
"Lake, South Dakota","12,797",17.2,0.0,0.0,5.0
"Lawrence, Tennessee","44,142",26.0,0.0,0.0,10.4
"Falls, Texas","17,297",22.1,0.0,0.0,8.4
"Goliad, Texas","7,658",16.8,0.0,0.0,6.1
"Hand, South Dakota","3,191",17.1,0.0,0.0,4.9
"Callahan, Texas","13,943",19.1,0.0,0.0,7.1
"Lee, Texas","17,239",18.8,0.0,0.0,6.9
"Jack, Texas","8,935",22.2,0.0,0.0,8.1
"Van Buren, Tennessee","5,872",28.8,0.0,0.0,11.6
"Hyde, South Dakota","1,301",17.7,0.0,0.0,5.0
"Warren, Tennessee","41,277",26.1,0.0,0.0,10.5
"Rhea, Tennessee","33,167",25.0,0.0,0.0,10.3
"Jackson, Tennessee","11,786",28.2,0.0,0.0,11.0
"Lavaca, Texas","20,154",19.0,0.0,0.0,6.7
"Knox, Tennessee","470,313",18.6,0.0,0.0,7.5
"Anderson, Tennessee","76,978",23.1,0.0,0.0,8.8
"Monroe, Tennessee","46,545",26.7,0.0,0.0,10.6
"Unicoi, Tennessee","17,883",25.3,0.0,0.0,10.1
"Jefferson, Tennessee","54,495",23.3,0.0,0.0,9.3
"Harris, Texas","4,713,325",15.4,0.0,0.0,5.5
"Irion, Texas","1,536",17.2,0.0,0.0,5.9
"Dewey, South Dakota","5,892",32.1,0.0,0.0,9.4
"Jefferson, Texas","251,565",19.0,0.0,0.0,6.9
"Collingsworth, Texas","2,920",19.5,0.0,0.0,7.5
"Campbell, Tennessee","39,842",28.6,0.0,0.0,11.6
"Brown, Texas","37,864",18.2,0.0,0.0,6.8
"Eastland, Texas","18,360",20.8,0.0,0.0,8.0
"Coke, Texas","3,387",18.9,0.0,0.0,6.9
"Chester, Tennessee","17,297",23.9,0.0,0.0,9.4
"Claiborne, Tennessee","31,959",27.2,0.0,0.0,10.8
"Kaufman, Texas","136,154",17.6,0.0,0.0,6.4
"Davison, South Dakota","19,775",18.1,0.0,0.0,5.5
"Concho, Texas","2,726",19.3,0.0,0.0,7.1
"Grimes, Texas","28,880",21.1,0.0,0.0,7.7
"Tipton, Tennessee","61,599",22.7,0.0,0.0,8.5
"Lampasas, Texas","21,428",17.9,0.0,0.0,6.4
"McPherson, South Dakota","2,379",20.3,0.0,0.0,6.2
"Crockett, Texas","3,464",15.5,0.0,0.0,5.2
"Minnehaha, South Dakota","193,134",15.7,0.0,0.0,4.8
"Hidalgo, Texas","868,707",15.6,0.0,0.0,6.2
"Washington, Tennessee","129,375",21.0,0.0,0.0,8.5
"Henry, Tennessee","32,345",26.8,0.0,0.0,10.2
"Kenedy, Texas",404,25.2,0.0,0.0,9.2
"Hamblen, Tennessee","64,934",24.2,0.0,0.0,9.8
"Madison, Tennessee","97,984",21.2,0.0,0.0,8.5
"Blount, Tennessee","133,088",22.5,0.0,0.0,8.3
"Bradley, Tennessee","108,110",21.9,0.0,0.0,8.9
"Carson, Texas","5,926",17.0,0.0,0.0,6.0
"Briscoe, Texas","1,546",19.6,0.0,0.0,7.6
"Burleson, Texas","18,443",19.0,0.0,0.0,6.7
"Fannin, Texas","35,514",20.2,0.0,0.0,7.4
"Henderson, Tennessee","28,117",27.3,0.0,0.0,10.3
"Montgomery, Tennessee","208,993",19.3,0.0,0.0,7.5
"Henderson, Texas","82,737",21.8,0.0,0.0,8.1
"Wayne, Tennessee","16,673",26.7,0.0,0.0,10.6
"Custer, South Dakota","8,972",18.0,0.0,0.0,5.3
"Mellette, South Dakota","2,061",33.0,0.0,0.0,10.9
"Kinney, Texas","3,667",18.5,0.0,0.0,7.0
"White, Tennessee","27,345",26.4,0.0,0.0,10.7
"Kingsbury, South Dakota","4,939",17.5,0.0,0.0,5.1
"Dickens, Texas","2,211",19.4,0.0,0.0,7.5
"Calhoun, Texas","21,290",17.7,0.0,0.0,6.3
"Jim Hogg, Texas","5,200",18.0,0.0,0.0,6.2
"Fisher, Texas","3,830",18.0,0.0,0.0,6.4
"Jackson, South Dakota","3,344",30.1,0.0,0.0,10.0
"La Salle, Texas","7,520",16.7,0.0,0.0,5.5
"Benton, Tennessee","16,160",27.8,0.0,0.0,11.0
"Hutchinson, Texas","20,938",19.4,0.0,0.0,7.1
"Ziebach, South Dakota","2,756",32.9,0.0,0.0,10.6
"Cooke, Texas","41,257",18.2,0.0,0.0,6.8
"Childress, Texas","7,306",19.4,0.0,0.0,7.2
"Kimble, Texas","4,337",19.1,0.0,0.0,7.5
"Camp, Texas","13,094",18.5,0.0,0.0,6.9
"Karnes, Texas","15,601",17.5,0.0,0.0,6.1
"Humphreys, Tennessee","18,582",25.1,0.0,0.0,9.6
"Yankton, South Dakota","22,814",17.7,0.0,0.0,5.3
"Erath, Texas","42,698",17.7,0.0,0.0,6.7
"Sequatchie, Tennessee","15,026",25.2,0.0,0.0,10.1
"Hardin, Tennessee","25,652",26.9,0.0,0.0,10.4
"Walworth, South Dakota","5,435",19.2,0.0,0.0,5.3
"Hale, Texas","33,406",17.1,0.0,0.0,6.0
"Lewis, Tennessee","12,268",25.8,0.0,0.0,10.6
"Bowie, Texas","93,245",20.7,0.0,0.0,7.4
"Rutherford, Tennessee","332,285",19.2,0.0,0.0,7.0
"Freestone, Texas","19,717",20.8,0.0,0.0,7.8
"Greene, Tennessee","69,069",24.3,0.0,0.0,10.0
"Robertson, Tennessee","71,813",21.5,0.0,0.0,8.3
"Moody, South Dakota","6,576",19.0,0.0,0.0,5.4
"Jones, South Dakota",903,17.7,0.0,0.0,5.0
"Hall, Texas","2,964",20.7,0.0,0.0,8.4
"Hawkins, Tennessee","56,786",26.1,0.0,0.0,10.3
"Kleberg, Texas","30,680",15.6,0.0,0.0,5.6
"Collin, Texas","1,034,730",12.4,0.0,0.0,4.4
"Clark, South Dakota","3,736",18.8,0.0,0.0,5.7
"Williamson, Tennessee","238,412",13.3,0.0,0.0,5.1
"Houston, Tennessee","8,201",26.9,0.0,0.0,10.7
"Sully, South Dakota","1,391",17.2,0.0,0.0,5.0
"Bledsoe, Tennessee","15,064",27.2,0.0,0.0,11.0
"Gregory, South Dakota","4,185",21.1,0.0,0.0,6.3
"Putnam, Tennessee","80,245",23.0,0.0,0.0,9.1
"Frio, Texas","20,306",18.5,0.0,0.0,6.2
"Lake, Tennessee","7,016",30.9,0.0,0.0,12.1
"Grant, South Dakota","7,052",17.5,0.0,0.0,5.1
"Codington, South Dakota","28,009",18.6,0.0,0.0,5.5
"Hill, Texas","36,649",19.1,0.0,0.0,7.1
"Borden, Texas",654,13.4,0.0,0.0,4.6
"Hardeman, Texas","3,933",20.4,0.0,0.0,7.6
"Armstrong, Texas","1,887",17.9,0.0,0.0,6.4
"Lamar, Texas","49,859",22.1,0.0,0.0,8.1
"Pennington, South Dakota","113,775",18.9,0.0,0.0,5.3
"Bexar, Texas","2,003,554",14.3,0.0,0.0,5.0
"Sumner, Tennessee","191,283",19.5,0.0,0.0,7.4
"Crosby, Texas","5,737",18.9,0.0,0.0,7.2
"Weakley, Tennessee","33,328",24.2,0.0,0.0,10.0
"Faulk, South Dakota","2,299",17.5,0.0,0.0,5.3
"Coryell, Texas","75,951",19.2,0.0,0.0,7.0
"Haakon, South Dakota","1,899",21.0,0.0,0.0,6.3
"Kendall, Texas","47,431",13.5,0.0,0.0,4.9
"Stanley, South Dakota","3,098",15.3,0.0,0.0,4.3
"Sullivan, Tennessee","158,348",23.1,0.0,0.0,9.4
"Smith, Tennessee","20,157",25.2,0.0,0.0,10.0
"Cottle, Texas","1,398",22.4,0.0,0.0,8.9
"Colorado, Texas","21,493",17.9,0.0,0.0,6.4
"Meade, South Dakota","28,332",16.2,0.0,0.0,5.1
"Hardin, Texas","57,602",20.6,0.0,0.0,7.3
"Harrison, Texas","66,553",20.7,0.0,0.0,7.5
"Franklin, Texas","10,725",16.5,0.0,0.0,5.9
"Bosque, Texas","18,685",19.2,0.0,0.0,7.2
"Cochran, Texas","2,853",20.6,0.0,0.0,7.8
"Morgan, Tennessee","21,403",28.5,0.0,0.0,11.4
"Cheatham, Tennessee","40,667",22.0,0.0,0.0,8.3
"Day, South Dakota","5,424",21.5,0.0,0.0,6.0
"Cannon, Tennessee","14,678",24.3,0.0,0.0,9.5
"Polk, Tennessee","16,832",25.0,0.0,0.0,10.2
"Grundy, Tennessee","13,427",27.5,0.0,0.0,11.7
"Howard, Texas","36,664",18.7,0.0,0.0,6.6
"Garza, Texas","6,229",19.6,0.0,0.0,7.3
"Crane, Texas","4,797",15.4,0.0,0.0,5.3
"Douglas, South Dakota","2,921",18.4,0.0,0.0,5.3
"Kerr, Texas","52,600",16.4,0.0,0.0,6.1
"Dawson, Texas","12,728",20.3,0.0,0.0,7.6
"Jerauld, South Dakota","2,013",16.9,0.0,0.0,4.9
"Edmunds, South Dakota","3,829",17.4,0.0,0.0,4.9
"Obion, Tennessee","30,069",26.5,0.0,0.0,10.5
"Burnet, Texas","48,155",16.5,0.0,0.0,6.2
"Carter, Tennessee","56,391",27.1,0.0,0.0,10.8
"Ellis, Texas","184,826",16.4,0.0,0.0,5.8
"Gonzales, Texas","20,837",18.4,0.0,0.0,6.6
"Maury, Tennessee","96,387",20.9,0.0,0.0,7.8
"Grainger, Tennessee","23,320",26.6,0.0,0.0,10.6
"Charles Mix, South Dakota","9,292",23.8,0.0,0.0,7.1
"Haskell, Texas","5,658",23.1,0.0,0.0,9.0
"Overton, Tennessee","22,241",26.7,0.0,0.0,10.9
"Culberson, Texas","2,171",20.4,0.0,0.0,7.4
"Guadalupe, Texas","166,847",14.6,0.0,0.0,5.1
"Hartley, Texas","5,576",16.7,0.0,0.0,5.7
"Dimmit, Texas","10,124",19.7,0.0,0.0,7.2
"Jones, Texas","20,083",20.3,0.0,0.0,7.3
"Sanborn, South Dakota","2,344",18.1,0.0,0.0,5.1
"Clay, Texas","10,471",19.4,0.0,0.0,6.8
"Johnson, Texas","175,817",18.6,0.0,0.0,6.7
"Pickett, Tennessee","5,048",27.7,0.0,0.0,11.3
"Oglala Lakota, South Dakota","14,177",38.1,0.0,0.0,12.5
"Galveston, Texas","342,139",17.1,0.0,0.0,5.7
"El Paso, Texas","839,238",13.6,0.0,0.0,4.9
"Lyman, South Dakota","3,781",24.3,0.0,0.0,7.1
"Grayson, Texas","136,212",19.0,0.0,0.0,7.0
"Archer, Texas","8,553",18.8,0.0,0.0,6.8
"Shelby, Tennessee","937,166",19.7,0.0,0.0,7.9
"Stewart, Tennessee","13,715",23.2,0.0,0.0,9.0
"Giles, Tennessee","29,464",23.5,0.0,0.0,9.3
"Dallas, Texas","2,635,516",15.2,0.0,0.0,5.9
"Angelina, Texas","86,715",19.8,0.0,0.0,7.9
"Fall River, South Dakota","6,713",19.4,0.0,0.0,6.0
"Brooks, Texas","7,093",19.0,0.0,0.0,7.0
"Jasper, Texas","35,529",23.2,0.0,0.0,8.5
"Potter, South Dakota","2,153",17.8,0.0,0.0,5.0
"Kent, Texas",762,17.0,0.0,0.0,5.9
"Bandera, Texas","23,112",17.3,0.0,0.0,6.4
"Macon, Tennessee","24,602",26.0,0.0,0.0,10.6
"Roberts, South Dakota","10,394",24.9,0.0,0.0,7.4
"Todd, South Dakota","10,177",38.2,0.0,0.0,12.5
"Bee, Texas","32,565",18.5,0.0,0.0,6.3
"Austin, Texas","30,032",16.4,0.0,0.0,6.2
"Fentress, Tennessee","18,523",27.0,0.0,0.0,11.3
"Hughes, South Dakota","17,526",17.2,0.0,0.0,5.0
"Dickson, Tennessee","53,948",23.4,0.0,0.0,9.2
"Cherokee, Texas","52,646",20.7,0.0,0.0,7.9
"Atascosa, Texas","51,153",16.4,0.0,0.0,5.6
"Coleman, Texas","8,175",19.4,0.0,0.0,7.0
"Knox, Texas","3,664",19.1,0.0,0.0,7.3
"Coffee, Tennessee","56,520",23.7,0.0,0.0,9.1
"Hutchinson, South Dakota","7,291",18.1,0.0,0.0,5.4
"Deaf Smith, Texas","18,546",17.0,0.0,0.0,6.1
"Floyd, Texas","5,712",16.8,0.0,0.0,6.2
"Lamb, Texas","12,893",19.0,0.0,0.0,7.1
"Gregg, Texas","123,945",19.5,0.0,0.0,7.5
"Bell, Texas","362,924",16.9,0.0,0.0,6.0
"Corson, South Dakota","4,086",33.4,0.0,0.0,10.4
"Hickman, Tennessee","25,178",26.2,0.0,0.0,10.5
"Spink, South Dakota","6,376",17.8,0.0,0.0,5.2
"Baylor, Texas","3,509",18.5,0.0,0.0,6.7
"Jeff Davis, Texas","2,274",15.7,0.0,0.0,5.8
"Bailey, Texas","7,000",15.6,0.0,0.0,5.4
"Haywood, Tennessee","17,304",26.6,0.0,0.0,9.9
"Clay, South Dakota","14,070",17.1,0.0,0.0,5.2
"Delta, Texas","5,331",19.8,0.0,0.0,7.3
"Foard, Texas","1,155",19.5,0.0,0.0,7.3
"Crockett, Tennessee","14,230",24.8,0.0,0.0,10.0
"Comal, Texas","156,209",14.2,0.0,0.0,5.0
"Gray, Texas","21,886",20.2,0.0,0.0,7.7
"Caldwell, Texas","43,664",18.0,0.0,0.0,6.5
"Perkins, South Dakota","2,865",18.6,0.0,0.0,5.5
"Sevier, Tennessee","98,250",24.6,0.0,0.0,9.2
"Dyer, Tennessee","37,159",24.4,0.0,0.0,9.7
"Hamilton, Texas","8,461",20.5,0.0,0.0,7.7
"Roane, Tennessee","53,382",23.8,0.0,0.0,8.9
"Jim Wells, Texas","40,482",17.0,0.0,0.0,5.8
"Cumberland, Tennessee","60,520",24.4,0.0,0.0,9.6
"Meigs, Tennessee","12,422",26.2,0.0,0.0,10.0
"Spotsylvania, Virginia","136,215",15.9,0.0,0.0,5.9
"Montgomery, Texas","607,391",14.8,0.0,0.0,5.7
"Stephens, Texas","9,366",20.1,0.0,0.0,7.7
"Norfolk, Virginia","242,742",18.8,0.0,0.0,7.1
"Powhatan, Virginia","29,652",16.9,0.0,0.0,6.1
"Parker, Texas","142,878",17.5,0.0,0.0,6.2
"Montgomery, Virginia","98,535",17.8,0.0,0.0,7.0
"San Saba, Texas","6,055",19.9,0.0,0.0,7.5
"Portsmouth, Virginia","94,398",20.6,0.0,0.0,7.4
"Halifax, Virginia","33,911",22.0,0.0,0.0,8.3
"Wilson, Texas","51,070",15.1,0.0,0.0,5.2
"Campbell, Virginia","54,885",20.2,0.0,0.0,7.7
"Lynn, Texas","5,951",19.2,0.0,0.0,7.2
"Albemarle, Virginia","109,330",14.2,0.0,0.0,5.3
"Emporia, Virginia","5,346",24.8,0.0,0.0,10.1
"Asotin, Washington","22,582",18.8,0.0,0.0,6.8
